Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Baseline_Sales,Holiday_Uplift_Index,Fuel_Sensitivity,Fuel_Sensitivity_Index,FS_RollingCorr_12w,Temp_Band,MA_4w,MA_12w,STD_4w,STD_12w,CV_12w,Z_12w,Sales_Growth_Rate,Shock_Recovery,Holiday_Uplift_Score,Inflation_Adj_Sales,Basket_Size_Proxy,Resilience_Index
1,2010-04-16,1466058.28,0,66.32,2.808,210.4887,7.808,1546957.3856390978,-0.052,522100.5270655271,1.0633410044303166,,Mild,1502718.7525,1525916.651818182,84336.49103572944,91037.59569066268,0.05966092288342765,-0.6575126612699138,-5.135194671180754,36660.472499999916,-0.005,1470290.6323092682,187763.61,0.94
1,2010-04-23,1391256.12,0,64.84,2.795,210.4391228,7.808,1546957.3856390978,-0.101,497766.053667263,1.0137799677253196,-0.5354488518977414,Mild,1499425.3025,1514694.9408333332,89550.29826614384,95107.96522985269,0.06279017818434618,-1.2978809980322008,-5.102263738110047,108169.18249999988,-0.005,1395601.2377726096,178183.42,0.937
1,2010-04-30,1425100.71,0,67.41,2.78,210.3895456,7.808,1546957.3856390978,-0.079,512626.15467625903,1.0440449337878008,-0.5108791695359023,Mild,1456958.41,1496479.0916666668,66432.18202288529,88885.08328619238,0.059396141102912976,-0.8030411743761612,2.432664231514736,31857.699999999953,-0.005,1429888.39626656,182518.02,0.941
1,2010-05-07,1603955.12,0,72.55,2.835,210.3399684,7.808,1546957.3856390978,0.037,565769.0017636685,1.1522788187789195,-0.15245237971675957,Hot,1471592.5575,1493312.2316666667,93391.49007121939,83759.90424156882,0.05609001417478879,1.320952899065314,12.55029969074959,0.0,-0.005,1609722.9980768792,205424.58,0.944
1,2010-05-14,1494251.5,0,74.78,2.854,210.3374261,7.808,1546957.3856390978,-0.034,523563.94533987384,1.0663214891781327,0.1758264716788723,Hot,1478640.8625,1483502.5091666665,93897.10021693468,75039.27444468888,0.05058250591489796,0.14324486627674543,-6.839569176972993,0.0,-0.005,1499643.0056861255,191374.42,0.949
1,2010-05-21,1399662.07,0,76.44,2.826,210.6170934,7.808,1546957.3856390978,-0.095,495280.279547063,1.0087172922198635,-0.1291671309859125,Hot,1480742.35,1482663.7158333333,91348.94221530126,75989.14841881134,0.05125177584594867,-1.0922828793378865,-6.330221518934387,81080.28000000003,-0.005,1402847.038281621,179260.0,0.949
1,2010-05-28,1432069.95,0,80.44,2.759,210.8967606,7.808,1546957.3856390978,-0.074,519053.9869517941,1.0571362395303812,0.08294717676299335,Hot,1482484.6600000001,1472435.655,89990.28757758501,73619.18016701542,0.04999823246402942,-0.5483041906799943,2.315407461173824,50414.710000000196,-0.005,1433425.2943127288,183410.6,0.95
1,2010-06-04,1615524.71,0,80.69,2.705,211.1764278,7.808,1546957.3856390978,0.044,597236.4916820702,1.216367381425658,-0.21710025206091826,Hot,1485377.0575,1487100.915,95229.32666829093,83355.34040330317,0.05605224202508353,1.5406786701204667,12.810460829793957,0.0,-0.005,1614912.1680668523,206906.34,0.944
1,2010-06-11,1542561.09,0,80.43,2.668,211.4560951,7.808,1546957.3856390978,-0.003,578171.3230884558,1.1775381244702767,-0.30932535203729866,Hot,1497454.455,1492938.0233333334,99688.97915495551,84683.09031950736,0.0567224419205511,0.5859855430339157,-4.51640383761136,0.0,-0.005,1539936.8282386411,197561.62,0.943
1,2010-06-18,1503284.06,0,84.11,2.637,211.4537719,7.808,1546957.3856390978,-0.028,570073.5912021237,1.1610458018020426,-0.3402426954202107,Hot,1523359.9525,1501175.8683333334,76594.02113840076,79967.31984936437,0.0532697877285673,0.026363165235972433,-2.5462220105655575,20075.89249999984,-0.005,1500743.1059502906,192531.26,0.947
1,2010-06-25,1422711.6,0,84.34,2.653,211.3386526,7.808,1546957.3856390978,-0.08,536265.2091971353,1.0921896390216586,-0.136136678183892,Hot,1521020.365,1486821.1450000003,80362.22961956474,77006.15242121488,0.05179247865836268,-0.8325249734505401,-5.359762811560708,98308.7649999999,-0.005,1421080.4972686535,182212.04,0.948
1,2010-07-02,1492418.14,0,80.91,2.669,211.2235333,7.787,1546957.3856390978,-0.035,559167.5309104533,1.138833870375536,-0.15877213801598633,Hot,1490243.7225,1482404.4458333335,49908.1590025227,74828.90099405497,0.05047806029210194,0.13382121123844828,4.899555187432214,0.0,-0.005,1491519.5733335349,191655.08,0.95
1,2010-07-09,1546074.18,0,80.48,2.642,211.108414,7.787,1546957.3856390978,-0.001,585190.8327024981,1.1918344754920929,-0.2174444369046483,Hot,1491121.9949999999,1489072.4375,51151.1505157524,76779.5552929183,0.051562001524803794,0.7424078230530914,3.595241746391542,0.0,-0.005,1545985.8881088994,198545.55,0.948
1,2010-07-16,1448938.92,0,83.15,2.623,211.1003854,7.787,1546957.3856390978,-0.063,552397.6057948912,1.1250458379964838,-0.056813167507018446,Hot,1477535.71,1493879.3375000001,53982.923312969826,71739.10625384391,0.048022021894953686,-0.6264423944867897,-6.2827037186533925,28596.790000000037,-0.005,1448911.2783317596,186071.52,0.952
1,2010-07-23,1385065.2,0,83.36,2.608,211.2351443,7.787,1546957.3856390978,-0.105,531083.2822085889,1.0816358181323074,0.1609898266382071,Hot,1468124.1099999999,1490543.045,68149.999638958,76031.05811230387,0.05100896506635531,-1.3872994486569012,-4.408310048017761,83058.90999999992,-0.005,1384155.1819346314,177868.91,0.949
1,2010-07-30,1371986.6,0,81.84,2.64,211.3699032,7.787,1546957.3856390978,-0.113,519691.8939393939,1.0584354388641568,0.023081248717508423,Hot,1438016.225,1471212.335,79497.48283443978,74037.55526170161,0.05032418060966136,-1.3402081504348062,-0.9442587973475858,66029.625,-0.005,1370211.0393888855,176189.37,0.95
1,2010-08-06,1605491.78,0,87.16,2.627,211.5046621,7.787,1546957.3856390978,0.038,611150.2778835174,1.2447050264344297,-0.1482094238125116,Hot,1452870.625,1480482.3583333334,107157.946380366,83538.843286891,0.056426773893432695,1.4964227028779464,17.019494213719,0.0,-0.005,1602392.4225263477,206175.91,0.944
1,2010-08-13,1508237.76,0,87.0,2.692,211.6394211,7.787,1546957.3856390978,-0.025,560266.6270430906,1.1410723549681736,0.15230380316242187,Hot,1467695.335,1489530.3325000003,110482.95440917119,79785.03789557176,0.05356388933796469,0.2344728785425326,-6.057584424381169,0.0,-0.005,1504367.6493770452,193686.63,0.946
1,2010-08-20,1513080.49,0,86.65,2.664,211.6033633,7.787,1546957.3856390978,-0.022,567973.1569069069,1.1567679323163154,0.49157820249959905,Hot,1499699.1575,1496281.2108333334,96184.79455497244,77885.81213659518,0.0520529239909507,0.21569113431345094,0.3210853174767436,0.0,-0.005,1509455.1245371036,194308.53,0.948
1,2010-08-27,1449142.92,0,85.22,2.619,211.5673056,7.787,1546957.3856390978,-0.063,553319.1752577319,1.126922761208527,0.32703774687336645,Hot,1518988.2374999998,1482416.0616666668,64579.938806430204,69035.09982488943,0.04656931451975359,-0.4819742674533046,-4.225655569717912,69845.31749999989,-0.005,1445917.1376019733,186097.72,0.953
1,2010-09-03,1540163.53,0,81.21,2.577,211.5312479,7.787,1546957.3856390978,-0.004,597657.559177338,1.2172249525448973,0.03466546548532784,Hot,1502656.175,1482216.265,38341.842131551435,68848.42490266218,0.04644964876475849,0.8416643529888432,6.28099608008299,0.0,-0.005,1536997.0888138292,197786.51,0.954
1,2010-09-10,1507460.69,1,78.69,2.565,211.4951902,7.787,1546957.3856390978,-0.026,587703.9727095517,1.1969528859913012,-0.035683867276267135,Hot,1502461.9074999997,1482564.3175,38306.086931231584,68975.05283418068,0.046524155491945926,0.36094749444921953,-2.123335565542195,0.0,0.071,1504617.9607571007,193586.84,0.953
1,2010-09-17,1430378.67,0,82.11,2.582,211.5224596,7.787,1546957.3856390978,-0.075,553980.894655306,1.1282704583135696,0.0999486665592803,Hot,1481786.4525000001,1483203.24,50909.75664281916,68403.37072873846,0.04611867671536266,-0.7722509788221118,-5.113368495201032,51407.782500000205,-0.005,1427497.2438149522,183688.03,0.954
1,2010-09-24,1351791.03,0,80.94,2.624,211.5972246,7.787,1546957.3856390978,-0.126,515164.2644817073,1.049214199264411,0.07086450292369867,Hot,1457448.48,1471484.3141666667,84141.29386439835,78047.47289625807,0.05303996253637133,-1.53359589650987,-5.494184277789871,105657.44999999995,-0.005,1348591.2398891973,173595.87,0.947
1,2010-10-01,1453329.5,0,71.89,2.603,211.6719895,7.838,1546957.3856390978,-0.061,558328.6592393392,1.1371253744075964,0.025449169291404644,Hot,1435739.9725,1463755.5908333333,64625.64327920402,74501.15282844863,0.05089726269536176,-0.1399453624206479,7.511402853442517,0.0,-0.005,1449377.2437218337,185420.96,0.949
1,2010-10-08,1508239.93,0,63.93,2.633,211.7467544,7.838,1546957.3856390978,-0.025,572821.8496012153,1.1666430684107343,0.04665945804929588,Mild,1435934.7824999997,1468697.3416666668,64914.436049298456,75390.44512727374,0.05133150512938304,0.5245039774811989,3.778250561899421,0.0,-0.005,1503607.2567770272,192426.63,0.949
1,2010-10-15,1459409.1,0,67.18,2.72,211.8137436,7.838,1546957.3856390978,-0.057,536547.4632352941,1.0927644943931465,-0.03294277064523297,Mild,1443192.39,1474892.6666666667,65704.2204435334,70808.48888028941,0.04800924872744824,-0.21866822624676474,-3.2376035820772753,0.0,-0.005,1454466.2725744848,186196.62,0.952
1,2010-10-22,1345454.0,0,69.86,2.725,211.8612937,7.838,1546957.3856390978,-0.13,493744.5871559633,1.0055896097047239,-0.27792134148240644,Mild,1441608.1325,1472681.6166666665,68652.94005579708,74625.31135249241,0.05067307862605271,-1.704885572479654,-7.808304059499161,96154.13250000007,-0.005,1340596.172927187,171657.82,0.949
1,2010-10-29,1384209.22,0,69.64,2.716,211.9088438,7.838,1546957.3856390978,-0.105,509649.9337260677,1.0379833850811362,-0.3921626581134061,Mild,1424328.0625,1454241.4033333333,73263.26946523672,65620.55935659164,0.04512356697187946,-1.0672292955134428,2.8804567082932664,40118.84250000003,-0.005,1378901.9848772476,176602.35,0.955
1,2010-11-05,1551659.28,0,58.74,2.689,211.9563939,7.838,1546957.3856390978,0.003,577039.5239866121,1.1752330350643494,-0.32854225545477606,Mild,1435182.9,1457859.8633333333,90927.16391393861,69924.73423793257,0.047963961418111,1.3414340102816251,12.097164039985241,0.0,-0.005,1545363.2567921986,197966.23,0.952
1,2010-11-12,1494479.49,0,59.61,2.728,212.003944,7.838,1546957.3856390978,-0.034,547829.7250733137,1.1157426202772829,-0.26543529848379477,Mild,1443950.4975,1456309.78,95611.96084137316,68786.22971890641,0.04723324025119601,0.5549033601053545,-3.6850738262590776,0.0,-0.005,1488081.6450452134,190671.02,0.953
1,2010-11-19,1483784.18,0,51.41,2.771,211.8896737,7.838,1546957.3856390978,-0.041,535468.8487910501,1.0905677240259881,-0.1832467024484017,Mild,1478533.0425,1459196.5516666668,69585.18456978214,69183.86356369435,0.04741229924417917,0.3553954212270395,-0.7156545186177254,0.0,-0.005,1478228.8880969342,189306.48,0.953
1,2010-11-26,1955624.11,1,64.52,2.735,211.7484333,7.838,1546957.3856390978,0.264,715036.2376599635,1.456285354529041,0.23278312227573106,Mild,1621386.765,1493818.2666666666,224808.4019809472,159017.20548746502,0.10645016802632822,2.9041250090999533,31.799768211573753,0.0,0.071,1949601.8043459887,249505.5,0.894
1,2010-12-03,1548033.78,0,49.27,2.708,211.607193,7.838,1546957.3856390978,0.001,571652.0605612998,1.1642606064360899,0.29241637424623973,Mild,1620480.39,1497199.3575,225190.21958121238,159763.23758509354,0.10670805914040979,0.3181859811330159,-20.84195668870129,72446.60999999987,-0.005,1544296.7164569874,197503.67,0.893
1,2010-12-10,1682614.26,0,46.33,2.843,211.4659526,7.838,1546957.3856390978,0.088,591844.6218782975,1.2053859785047956,0.39321413046071924,Mild,1667514.0825,1518218.99,209179.04855628058,166618.5069133223,0.10974603005942,0.986656722866453,8.693639747318693,0.0,-0.005,1679673.4328823956,214673.93,0.89
1,2010-12-17,1891034.93,0,49.84,2.869,211.4053124,7.838,1546957.3856390978,0.222,659126.8490763331,1.3424169664855619,0.5306239908339323,Mild,1769326.77,1563155.9816666665,187979.80557788638,188881.98718535996,0.12083374237801299,1.735893153281834,12.386717202788944,0.0,-0.005,1888271.313620934,241264.98,0.879
1,2010-12-24,2387950.2,0,52.33,2.886,211.4051222,7.838,1546957.3856390978,0.544,827425.5717255718,1.6851841607498959,0.7019395185179387,Mild,1877408.2925,1641041.0399999998,368452.17199591256,299677.26802736125,0.18261412159890972,2.492378434028589,26.277424182746344,0.0,-0.005,2384462.5217078193,304663.2,0.817
1,2010-12-31,1367320.01,1,48.43,2.943,211.4049321,7.838,1546957.3856390978,-0.116,464600.7509344207,0.9462335384612288,0.3924320215813567,Mild,1832229.85,1629297.7133333331,428489.2565505779,307999.8986848121,0.1890384404055193,-0.8505772386679411,-42.74084903445642,464909.8400000001,0.071,1365324.2227501825,174447.56,0.811
1,2011-01-07,1444732.28,0,48.27,2.976,211.4047419,7.742,1546957.3856390978,-0.066,485461.11559139786,0.9887189985541447,0.19604257966761007,Mild,1772759.355,1628074.6450000003,470613.6815621626,308764.0495111588,0.18964981148708862,-0.5937944047899081,5.661605873814435,328027.07499999995,-0.005,1442624.797064605,186609.7,0.81
1,2011-01-14,1391013.96,0,35.4,2.983,211.4574109,7.742,1546957.3856390978,-0.101,466313.76466644317,0.9497223641719585,0.0021915407777760684,Cold,1647754.1125000003,1631871.3083333336,494525.666395813,305232.8447325352,0.18704467881372108,-0.7890938098237378,-3.7182196828882463,256740.15250000032,-0.005,1388638.8748996097,179671.14,0.813
1,2011-01-21,1327405.42,0,44.04,3.016,211.8272343,7.742,1546957.3856390978,-0.142,440121.16047745355,0.8963769477183368,-0.20782854935238895,Mild,1382617.9175,1627137.6583333332,49027.656863276854,309828.70082321047,0.19041333057251347,-0.9674127591696604,-4.57281823397373,55212.497500000056,-0.005,1322825.4192286427,171455.1,0.81
1,2011-01-28,1316899.31,0,43.83,3.01,212.1970577,7.742,1546957.3856390978,-0.149,437508.0764119602,0.8910549852018848,-0.34265704077587517,Mild,1370012.7425,1607574.3275,59611.18760559327,322192.80261316913,0.20042171431925232,-0.9021772526960816,-0.791477105766214,53113.43249999988,-0.005,1310068.3462355703,170098.08,0.8
1,2011-02-04,1606629.58,0,42.27,2.989,212.5668812,7.742,1546957.3856390978,0.039,537514.0782870526,1.0947331601323125,-0.40989529460119917,Mild,1410487.0675,1616920.1683333332,134799.00547446246,320234.64919579856,0.19805223255139778,-0.03213452497778044,22.000943261182204,0.0,-0.005,1595515.0275516934,207521.26,0.802
1,2011-02-11,1649614.93,1,36.39,3.022,212.9367046,7.742,1546957.3856390978,0.066,545868.606882859,1.1117484902614307,-0.46130555567316056,Cold,1475137.31,1630739.3975,177573.11444171306,317533.76898656343,0.19471766578605854,0.05944417363936715,2.675498480489802,0.0,0.071,1635357.8158800337,213073.49,0.805
1,2011-02-18,1686842.78,0,57.36,3.045,213.2478853,7.742,1546957.3856390978,0.09,553971.3563218392,1.1282510319759902,-0.31304293352255796,Mild,1564996.65,1608340.9533333334,168614.27745161933,301614.1225915868,0.18753120845830776,0.26027238377350564,2.2567600064095084,0.0,-0.005,1669823.675920709,217882.04,0.812
1,2011-02-25,1456800.28,0,62.9,3.065,213.535609,7.742,1546957.3856390978,-0.058,475301.8858075041,0.9680281065848131,-0.5524595545666516,Mild,1599971.8924999998,1600738.1616666664,100918.14784923612,304409.3923468798,0.19016813594918794,-0.47284310302307175,-13.637459443612165,143171.6124999998,-0.005,1440159.0215931635,188168.47,0.81
1,2011-03-04,1636263.41,0,59.58,3.288,213.8233327,7.742,1546957.3856390978,0.058,497647.0225060827,1.0135375417787316,-0.3056775826700092,Mild,1607380.35,1596875.5908333333,102642.78861736745,303568.9488834916,0.1901018154614496,0.1297491700370958,12.3189933763604,0.0,-0.005,1615395.4881599944,211348.93,0.81
1,2011-03-11,1553191.63,0,53.56,3.459,214.1110564,7.742,1546957.3856390978,0.004,449029.0922231859,0.9145193716364702,-0.13927404842153554,Mild,1583274.525,1568721.9825,100722.25936900006,289130.7092990335,0.18430971996596823,-0.053713950128824836,-5.076919736291119,30082.89500000002,-0.005,1531322.5864767714,200618.91,0.816
1,2011-03-18,1576818.06,0,62.76,3.488,214.3627114,7.742,1546957.3856390978,0.019,452069.3979357798,0.9207114391840273,0.4051515858580232,Mild,1555768.3450000002,1501127.6375,74663.38536161279,132687.24884557832,0.0883917166874348,0.5704423232716865,1.5211535745914384,0.0,-0.005,1552791.2846225975,203670.64,0.912
1,2011-03-25,1541102.38,0,69.97,3.473,214.5999389,7.742,1546957.3856390978,-0.004,443738.08810826374,0.9037433977801939,0.33700780844637074,Mild,1576843.87,1515609.5016666667,42298.79810902623,126074.21056020005,0.08318383490045446,0.20220533779317545,-2.2650476238203487,35741.49000000022,-0.005,1515942.183855638,199057.4,0.917
1,2011-04-01,1495064.75,0,59.17,3.524,214.8371664,7.682,1546957.3856390978,-0.034,424252.1992054483,0.8640572768053787,0.24421186750746335,Mild,1541544.205,1519803.8741666665,34353.273993020186,124326.97556845399,0.08180461813641876,-0.19898436404129574,-2.9873180781149644,46479.455000000075,-0.005,1469032.2409604888,194619.21,0.918
1,2011-04-08,1614259.35,0,67.84,3.622,215.0743939,7.682,1546957.3856390978,0.044,445681.76421866374,0.9077020042178016,0.23565921244708837,Mild,1556811.135,1538407.656666667,50859.13716288453,119928.36939309214,0.07795617037745771,0.6324749825015312,7.972537644272615,0.0,-0.005,1584401.8611241067,210135.3,0.922
1,2011-04-15,1559889.0,0,71.27,3.743,215.2918561,7.682,1546957.3856390978,0.008,416748.330216404,0.848774450655459,0.0803051395434808,Hot,1552578.87,1557781.2883333333,49320.392792910796,99839.14545805748,0.06409060514834862,0.021111074789318198,-3.368129786579843,0.0,-0.005,1529490.6786594414,203057.67,0.936
1,2011-04-22,1564819.81,0,72.99,3.807,215.4599053,7.682,1546957.3856390978,0.012,411037.512477016,0.8371434593878383,-0.2963300335477836,Hot,1558508.2275,1578441.33,48904.686563604744,65052.2657457401,0.04121297669374895,-0.2093934752901672,0.3161000558373095,0.0,-0.005,1533128.6935742283,203699.53,0.959
1,2011-04-29,1455090.69,0,72.03,3.81,215.6279544,7.682,1546957.3856390978,-0.059,381913.56692913384,0.7778278986740448,-0.4049916869390327,Hot,1548514.7125,1565813.0891666666,66946.83452985487,73272.1597985638,0.04679495931251897,-1.5111114435695523,-7.0122527398218555,93424.02249999996,-0.005,1424510.7799887618,189415.61,0.953
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,1546957.3856390978,0.053,417150.8653353815,0.8495942776342551,-0.12318995177544469,Mild,1552297.695,1564127.785,72127.32710260311,71377.52271484041,0.04563407376261167,0.914342394043761,11.978675363526659,0.0,-0.005,1593906.0951647162,212105.09,0.954
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,1546957.3856390978,0.037,411586.4529366504,0.8382614641962243,0.29878501912387323,Hot,1563519.34,1557288.8516666666,77027.3829693999,61846.0547494867,0.03971392634275705,0.7678214645329116,-1.5107298229802724,0.0,-0.005,1568604.944146583,208900.75,0.96
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,1546957.3856390978,-0.077,365553.6908113642,0.7445084013711022,-0.25449039994700784,Mild,1529368.955,1554907.0175,102370.80690586707,66447.15178042302,0.042733842623758705,-1.906609148856335,-11.001993811496058,101150.68500000006,-0.005,1397516.3258156206,185917.5,0.957
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,1546957.3856390978,-0.052,387228.3861595351,0.7886523758117802,-0.10224004860377693,Hot,1532107.95,1540722.2891666668,99836.18093564722,65664.6330154264,0.04261938279022532,-1.1372273891963052,2.6486427736287066,66061.28000000003,-0.005,1436063.4499633478,190841.8,0.957
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,1546957.3856390978,0.057,442032.5520410922,0.900269801526707,-0.0956369418323586,Hot,1533529.7325,1547546.1875,101706.39531884465,71107.53082217349,0.04594856773680203,1.2309838562514774,11.529765283665894,0.0,-0.005,1603350.3832200987,212845.41,0.954
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,1546957.3856390978,0.027,435566.9736842105,0.8871016198685288,-0.0732996845765385,Hot,1529572.9175,1548557.0424999997,98260.19211085148,71645.67008283887,0.04626608391975905,0.5637643901340962,-2.821276931911776,0.0,-0.005,1559782.871842118,206840.45,0.954
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,1546957.3856390978,-0.01,421257.86637338466,0.8579588403622267,-0.08737223089307306,Hot,1555547.065,1547808.0825000003,73030.2850635754,71777.53797621958,0.04637366789058589,-0.21863695722190174,-3.576797261725917,23432.20499999984,-0.005,1504310.6337416586,199442.18,0.954
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,1546957.3856390978,-0.07,400342.27879799664,0.8153609099872742,-0.03367900359627462,Hot,1548742.935,1543121.8658333335,84513.51057894998,77167.44937072035,0.05000735915892653,-1.351498807901573,-6.088623799393222,109912.78500000015,-0.005,1412107.7407440552,187298.9,0.95
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,1546957.3856390978,-0.038,422400.13904653804,0.8602852608667817,0.1675229631384063,Hot,1512107.855,1532645.0941666665,63848.50085086253,75139.05996835245,0.049025740045321606,-0.587005003592588,3.4547468997643715,23569.764999999898,-0.005,1460260.846890568,186955.3,0.951
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,1546957.3856390978,-0.008,441048.74712643673,0.89826612588977,0.13601489949368747,Hot,1498583.185,1530558.4808333332,45132.98170164184,74659.86132091802,0.048779489484301476,0.05747612024380217,3.111210274773679,0.0,-0.005,1505041.901383945,192771.87,0.951
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,1546957.3856390978,-0.059,407026.565034965,0.8289745251296806,0.17863169419470193,Hot,1479334.4625000001,1521416.8275,42401.18972444378,76769.62950017025,0.05045930090461699,-0.8635818347912295,-5.194624145724136,24214.492500000168,-0.005,1426304.5369021785,182758.1,0.95
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,1546957.3856390978,-0.097,382614.85072582855,0.779256174988875,0.26340643372421463,Hot,1468858.63,1516569.8383333331,58037.4322174427,82927.1432443876,0.054680728277915744,-1.4427485820986647,-3.999199461196312,71931.80999999982,-0.005,1368874.9676407978,175449.24,0.945
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,1546957.3856390978,-0.126,367251.4367191744,0.7479661317224292,0.06521821591133678,Hot,1434779.0550000002,1493472.2141666666,78902.25754504613,87139.53269175653,0.05834693934388259,-1.6209912975586702,-3.2003845412603704,82559.26500000013,-0.005,1324689.5552276054,169834.19,0.942
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,1546957.3856390978,0.05,440929.3566775244,0.898022968196405,-0.13383527105001125,Hot,1457162.5825,1495106.2283333333,119175.53986667744,89566.4459676145,0.05990640950473367,1.4433700061450576,20.12719840463213,0.0,-0.005,1590860.8487930757,204017.05,0.94
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,1546957.3856390978,-0.014,419226.79769103904,0.8538222450117277,0.043995634877729006,Hot,1474669.3625,1503183.63,123828.10601510036,87328.61244300389,0.05809577133500576,0.2515035952773774,-6.109188176747027,0.0,-0.005,1493248.3942266768,191553.26,0.942
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,1546957.3856390978,-0.01,430715.09003939223,0.8772199848944032,0.12491520581230242,Hot,1508128.0150000001,1508576.5266666666,113467.6032052878,86823.50608862401,0.05755326597880204,0.25551724795228103,0.36811793674274007,0.0,-0.005,1498303.871316746,192258.41,0.942
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,1546957.3856390978,-0.053,415751.76270224235,0.8467447819488455,-0.018802090863822563,Hot,1536246.4324999999,1494377.7808333335,65932.5293160567,77708.8258466119,0.05200079045827214,-0.38199420091518177,-4.3160200345523485,71552.97249999992,-0.005,1433212.0336994347,183960.49,0.948
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,1546957.3856390978,0.002,438785.5137277102,0.8936566900614087,-0.17551136129525635,Hot,1517707.8,1491151.1891666667,36940.958732966516,74147.36151277185,0.049724911901260174,0.7967651124464773,5.839840371786731,0.0,-0.005,1516460.0483232194,194703.49,0.95
